ID,Label,Entity Text,是否修改
90,ACU,上门,1
91,ACU,上颊,1
92,ACU,上髎,1
93,ACU,下,1
94,ACU,下 定,1
95,ACU,下三里,1
96,ACU,下关,1
97,ACU,下巨虚,1
98,ACU,下廉,1
99,ACU,下昆仑,1
100,ACU,下极,1
101,ACU,下极之俞,1
102,ACU,下极俞,1
103,ACU,下盲,1
104,ACU,下纪,1
105,ACU,下肓,1
106,ACU,下脘,1
107,ACU,下迎香,1
108,ACU,下都二穴,1
109,ACU,下针,1
110,ACU,下陵,1
111,ACU,下髎,1
112,ACU,不可妄行灸刺,1
113,ACU,不可灸,1
114,ACU,不定穴,1
115,ACU,不容,1
116,ACU,不见火,1
117,ACU,不过三壮,1
118,ACU,丑大吕,1
119,ACU,丘墟,1
120,ACU,丘墟穴,1
121,ACU,丙子时中前谷荥,1
122,ACU,丙日申时少泽当,1
123,ACU,丙辛亥子亦七数,1
124,ACU,丙辛寅申七作数,1
125,ACU,东垣,1
126,ACU,丝空,1
127,ACU,丝竹,1
128,ACU,丝竹张,1
129,ACU,丝竹空,1
130,ACU,两井,1
131,ACU,两介甲侧肉处,1
132,ACU,两半,1
133,ACU,两卫,1
134,ACU,两商,1
135,ACU,两扇门,1
136,ACU,两手研子骨,1
137,ACU,两眉,1
138,ACU,两穴,1
139,ACU,两腰眼宛宛中,1
140,ACU,两足大指聚毛中,1
141,ACU,两跷,1
142,ACU,两间,1
143,ACU,两颊之动脉,1
144,ACU,两颐金匮,1
145,ACU,两额之动脉,1
146,ACU,中,1
147,ACU,中俞府,1
148,ACU,中冲,1
149,ACU,中冲二穴,1
150,ACU,中冲穴,1
151,ACU,中央一穴,1
152,ACU,中守,1
153,ACU,中封,1
154,ACU,中封穴,1
155,ACU,中府,1
156,ACU,中府穴,1
157,ACU,中庭,1
158,ACU,中庭穴,1
159,ACU,中廉穴,1
160,ACU,中指,1
161,ACU,中指内关,1
162,ACU,中指头一节内纹,1
163,ACU,中指掐之,1
164,ACU,中指稍所不及处,1
165,ACU,中指第一节,1
166,ACU,中提从中,1
167,ACU,中极,1
168,ACU,中极之下,1
169,ACU,中枢,1
170,ACU,中柱,1
171,ACU,中气法,1
172,ACU,中泉,1
173,ACU,中注,1
174,ACU,中渎,1
175,ACU,中渚,1
176,ACU,中渚之中仔细详,1
177,ACU,中穴,1
178,ACU,中空穴,1
179,ACU,中结络如黍米,1
180,ACU,中肩,1
181,ACU,中肩井,1
182,ACU,中脘,1
183,ACU,中脘穴,1
184,ACU,中腕,1
185,ACU,中膂,1
186,ACU,中膂俞,1
187,ACU,中膂内俞,1
188,ACU,中都,1
189,ACU,中都二穴,1
190,ACU,中髎,1
191,ACU,中魁,1
192,ACU,中黄,1
193,ACU,丰隆,1
194,ACU,丰隆穴,1
195,ACU,临泣,1
196,ACU,临泣后寸半,1
197,ACU,临泣穴,1
198,ACU,丹田,1
199,ACU,丹田穴,1
200,ACU,主针,1
201,ACU,举跷,1
202,ACU,久留而视,1
203,ACU,之会,1
204,ACU,乙,1
205,ACU,乙卯肝经曲泉合,1
206,ACU,乙庚丑未八无疑,1
207,ACU,乙庚申酉九为期,1
208,ACU,乙日酉时肝大敦,1
209,ACU,乙未劳宫火穴荥,1
210,ACU,九指捻者,1
211,ACU,九针,1
212,ACU,九针之名,1
213,ACU,九针鬼窟,1
214,ACU,乳上穴,1
215,ACU,乳中,1
216,ACU,乳后三寸,1
217,ACU,乳根,1
218,ACU,乳蒸,1
219,ACU,二,1
220,ACU,二三间,1
221,ACU,二两半生半 熟,1
222,ACU,二两去节,1
223,ACU,二两姜炒,1
224,ACU,二个,1
225,ACU,二交,1
226,ACU,二人上马,1
227,ACU,二十七穴,1
228,ACU,二十四曜,1
229,ACU,二十四穴,1
230,ACU,二十有二,1
231,ACU,二市穴,1
232,ACU,二扇门,1
233,ACU,二指三间,1
234,ACU,二支,1
235,ACU,二白,1
236,ACU,二白穴,1
237,ACU,二穴,1
238,ACU,二跷,1
239,ACU,二跷二陵,1
240,ACU,二间,1
241,ACU,二陵,1
242,ACU,二龙戏珠,1
243,ACU,二龙戏珠法,1
244,ACU,云门,1
245,ACU,五 俞,1
246,ACU,五会,1
247,ACU,五俞,1
248,ACU,五十七穴,1
249,ACU,五十九俞,1
250,ACU,五十九刺,1
251,ACU,五十九穴,1
252,ACU,五十四穴,1
253,ACU,五壮,1
254,ACU,五处,1
255,ACU,五处穴,1
256,ACU,五太,1
257,ACU,五岳,1
258,ACU,五指循,1
259,ACU,五指节,1
260,ACU,五枢,1
261,ACU,五椎上,1
262,ACU,五椎下间,1
263,ACU,五淋穴,1
264,ACU,五百壮,1
265,ACU,五经纹,1
266,ACU,五脉之会,1
267,ACU,五脏俞,1
268,ACU,五脏俞旁五,1
269,ACU,五脏俞穴,1
270,ACU,五脏六腑之俞,1
271,ACU,五脏募穴,1
272,ACU,五虎,1
273,ACU,五里,1
274,ACU,井,1
275,ACU,井之所治,1
276,ACU,井木,1
277,ACU,井泉,1
278,ACU,井荥,1
279,ACU,井荥俞原经合,1
280,ACU,井金,1
281,ACU,交,1
282,ACU,交人中,1
283,ACU,交仪,1
284,ACU,交仪穴,1
285,ACU,交俞,1
286,ACU,交信,1
287,ACU,交信穴,1
288,ACU,交冲,1
289,ACU,交别,1
290,ACU,亥时,1
291,ACU,京门,1
292,ACU,京骨,1
293,ACU,人中,1
294,ACU,人中水沟穴,1
295,ACU,人中穴,1
296,ACU,人之背上五脏六腑之俞,1
297,ACU,人才,1
298,ACU,人身俞穴,1
299,ACU,人迎,1
300,ACU,人迎之位,1
301,ACU,人迎之穴,1
302,ACU,人迎穴,1
303,ACU,人迎脉,1
304,ACU,仆参,1
305,ACU,仆参穴,1
306,ACU,仓门,1
307,ACU,他穴为客,1
308,ACU,付阳,1
309,ACU,以痛为输,1
310,ACU,任督二脉之络,1
311,ACU,伏兔,1
312,ACU,伏兔穴,1
313,ACU,伏白,1
314,ACU,伏而取之,1
315,ACU,众穴,1
316,ACU,会,1
317,ACU,会之气穴,1
318,ACU,会厌,1
319,ACU,会原,1
320,ACU,会宗,1
321,ACU,会源,1
322,ACU,会维,1
323,ACU,会阳,1
324,ACU,会阴,1
325,ACU,会阴上,1
326,ACU,会额,1
327,ACU,住痛之针,1
328,ACU,余三,1
329,ACU,侠溪,1
330,ACU,侠溪穴,1
331,ACU,侠白,1
332,ACU,便制,1
333,ACU,俞,1
334,ACU,俞三焦俞,1
335,ACU,俞之所治,1
336,ACU,俞会,1
337,ACU,俞土,1
338,ACU,俞府,1
339,ACU,俞木,1
340,ACU,俞穴,1
341,ACU,俞穴亦在于上,1
342,ACU,俞穴亦在于下,1
343,ACU,俞窍,1
344,ACU,倒推大肠到虎口,1
345,ACU,偏历,1
346,ACU,偏历穴,1
347,ACU,偏肩,1
348,ACU,偶刺,1
349,ACU,催气,1
350,ACU,催气针沉,1
351,ACU,儿头上囟门,1
352,ACU,元见,1
353,ACU,先煎,1
354,ACU,光明,1
355,ACU,光明穴,1
356,ACU,兑七,1
357,ACU,兑冲,1
358,ACU,兑端,1
359,ACU,兑骨,1
360,ACU,入穴后,1
361,ACU,八会,1
362,ACU,八卦,1
363,ACU,八指搓,1
364,ACU,八穴,1
365,ACU,八邪,1
366,ACU,八针鬼市,1
367,ACU,八风,1
368,ACU,八髎,1
369,ACU,公孙,1
370,ACU,公孙穴,1
371,ACU,六十六穴,1
372,ACU,六椎下间,1
373,ACU,六爪摄,1
374,ACU,六筋,1
375,ACU,六腑俞,1
376,ACU,兰门,1
377,ACU,共四十九,1
378,ACU,关,1
379,ACU,关下一分为神门,1
380,ACU,关位,1
381,ACU,关元,1
382,ACU,关元俞,1
383,ACU,关元穴,1
384,ACU,关冲,1
385,ACU,关冲二穴,1
386,ACU,关冲穴,1
387,ACU,关梁,1
388,ACU,关节交经,1
389,ACU,关门,1
390,ACU,关陵,1
391,ACU,养老,1
392,ACU,兼列缺,1
393,ACU,兼合谷,1
394,ACU,兼听宫,1
395,ACU,兼委中,1
396,ACU,兼少海,1
397,ACU,兼背缝,1
398,ACU,兼魂门,1
399,ACU,兼鱼际、承山,1
400,ACU,内 尖,1
401,ACU,内关,1
402,ACU,内关二穴,1
403,ACU,内关穴,1
404,ACU,内动摇,1
405,ACU,内吕,1
406,ACU,内庭,1
407,ACU,内庭穴,1
408,ACU,内捻,1
409,ACU,内昆仑,1
410,ACU,内柱,1
411,ACU,内筋为二,1
412,ACU,内踝,1
413,ACU,内踝下稍斜向前有穴,1
414,ACU,内踝尖,1
415,ACU,内迎香,1
416,ACU,内迎香二穴,1
417,ACU,内针其脉中,1
418,ACU,再施,1
419,ACU,冬刺十二合,1
420,ACU,冬刺合,1
421,ACU,冬合,1
422,ACU,冲,1
423,ACU,冲门,1
424,ACU,冲阳,1
425,ACU,冲阳一穴,1
426,ACU,冲阳穴,1
427,ACU,冷渊,1
428,ACU,凤凰单展翅,1
429,ACU,凤凰展翅,1
430,ACU,出,1
431,ACU,出针,1
432,ACU,刀,1
433,ACU,刀针,1
434,ACU,刀镰,1
435,ACU,分刺,1
436,ACU,分水,1
437,ACU,分肉,1
438,ACU,分阴阳,1
439,ACU,切,1
440,ACU,切片晒燥研末,1
441,ACU,切片焙干,1
442,ACU,切片研,1
443,ACU,列缺,1
444,ACU,列缺穴,1
445,ACU,利机,1
446,ACU,利针,1
447,ACU,别,1
448,ACU,别研,1
449,ACU,别阳,1
450,ACU,制,1
451,ACU,制砭石大小,1
452,ACU,刺,1
453,ACU,刺 三分,1
454,ACU,刺 中,1
455,ACU,刺三分,1
456,ACU,刺三分，留六呼，灸三壮,1
457,ACU,刺三分，留六呼，灸三壮一云七壮,1
458,ACU,刺中府,1
459,ACU,刺中心,1
460,ACU,刺中肝,1
461,ACU,刺中肺,1
462,ACU,刺中肾,1
463,ACU,刺中脾,1
464,ACU,刺之,1
465,ACU,刺乳上,1
466,ACU,刺二分,1
467,ACU,刺五分,1
468,ACU,刺偏历利小便,1
469,ACU,刺八分,1
470,ACU,刺其中太阳正经出血,1
471,ACU,刺其踝后,1
472,ACU,刺冲阳三分（胃之原）,1
473,ACU,刺卫,1
474,ACU,刺卫毋伤荣,1
475,ACU,刺厉兑,1
476,ACU,刺厥阴之脉,1
477,ACU,刺合谷入三分,1
478,ACU,刺同阴之脉,1
479,ACU,刺四分,1
480,ACU,刺外踝下三,1
481,ACU,刺外踝之下半寸所,1
482,ACU,刺大椎第一间,1
483,ACU,刺太阳,1
484,ACU,刺太阴肺经,1
485,ACU,刺少阳,1
486,ACU,刺少阳成骨之端出血,1
487,ACU,刺少阴于内踝上二,1
488,ACU,刺手太阴肺经井穴少商,1
489,ACU,刺手小指次指爪甲上,1
490,ACU,刺手阳明大肠井穴商阳,1
491,ACU,刺期门,1
492,ACU,刺期门穴,1
493,ACU,刺本经,1
494,ACU,刺本经穴,1
495,ACU,刺此者，以毫针浅刺而疾发针,1
496,ACU,刺毫毛腠理,1
497,ACU,刺浅深,1
498,ACU,刺皮,1
499,ACU,刺直阳之脉,1
500,ACU,刺督脉人中穴,1
501,ACU,刺筋,1
502,ACU,刺筋上,1
503,ACU,刺肉,1
504,ACU,刺肝之募,1
505,ACU,刺脉,1
506,ACU,刺荣,1
507,ACU,刺荣毋伤卫,1
508,ACU,刺营,1
509,ACU,刺解脉,1
510,ACU,刺足下布络,1
511,ACU,刺足大趾爪甲上与肉交者,1
512,ACU,刺足小趾爪甲上与肉交者,1
513,ACU,刺足少阳之所过,1
514,ACU,刺足心,1
515,ACU,刺针,1
516,ACU,刺阳,1
517,ACU,刺阳明于前三,1
518,ACU,刺阳维之脉,1
519,ACU,刺阴,1
520,ACU,刺风池风府,1
521,ACU,刺骨,1
522,ACU,刺骨无伤髓,1
523,ACU,刺鼻取嚏,1
524,ACU,前关,1
525,ACU,前神聪,1
526,ACU,前谷,1
527,ACU,前谷穴,1
528,ACU,前顶,1
529,ACU,前项,1
530,ACU,剑针,1
531,ACU,剪刀股,1
532,ACU,努,1
533,ACU,劳宫,1
534,ACU,劳宫穴,1
535,ACU,募,1
536,ACU,募穴,1
537,ACU,包络原大陵,1
538,ACU,匝风,1
539,ACU,医工针,1
540,ACU,十一椎下两旁，相去各一寸五分,1
541,ACU,十一针摇,1
542,ACU,十一针鬼藏,1
543,ACU,十七椎穴,1
544,ACU,十三穴,1
545,ACU,十三针鬼封,1
546,ACU,十三鬼穴,1
547,ACU,十二原,1
548,ACU,十二指拔,1
549,ACU,十二经之原,1
550,ACU,十二经俞穴,1
551,ACU,十二经原,1
552,ACU,十二经穴,1
553,ACU,十二针鬼腿,1
554,ACU,十井穴,1
555,ACU,十宣,1
556,ACU,十指留者,1
557,ACU,十椎,1
558,ACU,十针鬼堂,1
559,ACU,午穴,1
560,ACU,半两,1
561,ACU,华佗,1
562,ACU,华盖,1
563,ACU,华盖穴,1
564,ACU,南阳,1
565,ACU,卯夹钟,1
566,ACU,卯时,1
567,ACU,印堂,1
568,ACU,印堂穴,1
569,ACU,历兑,1
570,ACU,历兑穴,1
571,ACU,厉兑,1
572,ACU,厉兑二穴,1
573,ACU,厉兑穴,1
574,ACU,原,1
575,ACU,原针穴,1
576,ACU,厥阳,1
577,ACU,厥阴俞,1
578,ACU,厥阴急脉,1
579,ACU,去心,1
580,ACU,去根,1
581,ACU,去毛，酒蒸,1
582,ACU,去瓤,1
583,ACU,去皮,1
584,ACU,去皮尖,1
585,ACU,去皮，炒,1
586,ACU,去目及闭口者炒出汗,1
587,ACU,去粗皮,1
588,ACU,去节,1
589,ACU,去芦,1
590,ACU,去芦，酒浸,1
591,ACU,去蒂洗净曝干一斤为末,1
592,ACU,去须微炒,1
593,ACU,双龙摆尾,1
594,ACU,发针,1
595,ACU,叔和,1
596,ACU,取尺之五里五往者也,1
597,ACU,取穴,1
598,ACU,取肉炒,1
599,ACU,受疾之穴,1
600,ACU,口藏,1
601,ACU,古钱,1
602,ACU,另化冲,1
603,ACU,另研,1
604,ACU,右,1
605,ACU,右关,1
606,ACU,右刺左,1
607,ACU,右取左,1
608,ACU,右寸,1
609,ACU,右尺,1
610,ACU,右拈六,1
611,ACU,右捻,1
612,ACU,右气口,1
613,ACU,右泻先吸退针呼,1
614,ACU,右玉液,1
615,ACU,右膊肩 穴,1
616,ACU,右转,1
617,ACU,右转从内,1
618,ACU,右转从午,1
619,ACU,叶蛰,1
620,ACU,各一穴,1
621,ACU,各二钱半,1
622,ACU,各穴,1
623,ACU,各脏之俞,1
624,ACU,各脏之募穴,1
625,ACU,合,1
626,ACU,合三里,1
627,ACU,合之所治,1
628,ACU,合关元,1
629,ACU,合土,1
630,ACU,合水,1
631,ACU,合穴,1
632,ACU,合谷,1
633,ACU,合谷刺,1
634,ACU,合谷穴,1
635,ACU,合阳,1
636,ACU,合颅,1
637,ACU,合颧,1
638,ACU,同身寸法,1
639,ACU,后,1
640,ACU,后关,1
641,ACU,后溪,1
642,ACU,后神聪,1
643,ACU,后腋下穴,1
644,ACU,后顶,1
645,ACU,后顶上旋毛中,1
646,ACU,向前拈之,1
647,ACU,向前捻,1
648,ACU,吕细,1
649,ACU,听会,1
650,ACU,听宫,1
651,ACU,听宫穴,1
652,ACU,听河,1
653,ACU,吸门,1
654,ACU,吹鼻,1
655,ACU,员柱,1
656,ACU,周荣,1
657,ACU,周荥,1
658,ACU,命门,1
659,ACU,命门一穴,1
660,ACU,命门穴,1
661,ACU,和,1
662,ACU,和阴阳,1
663,ACU,和髎,1
664,ACU,咸池,1
665,ACU,哑门,1
666,ACU,唇里穴,1
667,ACU,商丘,1
668,ACU,商曲,1
669,ACU,商阳,1
670,ACU,商阳二穴,1
671,ACU,商阳穴,1
672,ACU,喉下,1
673,ACU,喉科铁烙喉,1
674,ACU,喑门,1
675,ACU,噫嘻,1
676,ACU,囊底,1
677,ACU,四两,1
678,ACU,四关,1
679,ACU,四十有九,1
680,ACU,四大板门,1
681,ACU,四末之俞,1
682,ACU,四末之荥,1
683,ACU,四末之输,1
684,ACU,四板,1
685,ACU,四椎下间,1
686,ACU,四横纹,1
687,ACU,四渎,1
688,ACU,四满,1
689,ACU,四白,1
690,ACU,四穴,1
691,ACU,四缝,1
692,ACU,四肢之井,1
693,ACU,四花,1
694,ACU,四花穴,1
695,ACU,四花等穴,1
696,ACU,四街,1
697,ACU,回拨,1
698,ACU,回气,1
699,ACU,囟上,1
700,ACU,囟会,1
701,ACU,囟门,1
702,ACU,圆利针,1
703,ACU,圆针,1
704,ACU,土炒,1
705,ACU,土炒焦,1
706,ACU,圣饼子,1
707,ACU,地五,1
708,ACU,地五会,1
709,ACU,地仓,1
710,ACU,地仓穴,1
711,ACU,地冲,1
712,ACU,地才,1
713,ACU,地机,1
714,ACU,地机穴,1
715,ACU,坎一,1
716,ACU,块中,1
717,ACU,块尾,1
718,ACU,坤二五,1
719,ACU,壬午膀胱委中寻,1
720,ACU,壬寅时开膀胱井金,1
721,ACU,壬寅经火昆仑上,1
722,ACU,复溜,1
723,ACU,复溜穴,1
724,ACU,复而锐之,1
725,ACU,夏刺十二荥,1
726,ACU,夏刺荥,1
727,ACU,夏荥,1
728,ACU,外三阳、五会,1
729,ACU,外丘,1
730,ACU,外八卦,1
731,ACU,外关,1
732,ACU,外关穴,1
733,ACU,外关通,1
734,ACU,外劳宫,1
735,ACU,外勾,1
736,ACU,外捻,1
737,ACU,外昆,1
738,ACU,外枢,1
739,ACU,外脾,1
740,ACU,外踝尖,1
741,ACU,外陵,1
742,ACU,多所闻,1
743,ACU,多所闻脉,1
744,ACU,夜光,1
745,ACU,大、小骨空,1
746,ACU,大、次 指陷中虎口穴,1
747,ACU,大中极,1
748,ACU,大包,1
749,ACU,大小肠俞,1
750,ACU,大小骨空,1
751,ACU,大巨,1
752,ACU,大拇指本节横文中,1
753,ACU,大指合谷穴,1
754,ACU,大指向内捻,1
755,ACU,大指向外捻,1
756,ACU,大指掐之,1
757,ACU,大指根背上穴,1
758,ACU,大指第二节,1
759,ACU,大指进前左转,1
760,ACU,大指退后右转,1
761,ACU,大敦,1
762,ACU,大敦穴,1
763,ACU,大敦见血（肝之井）,1
764,ACU,大杼,1
765,ACU,大杼若连长强寻,1
766,ACU,大椎,1
767,ACU,大椎穴,1
768,ACU,大椎第一间,1
769,ACU,大横,1
770,ACU,大泻刺,1
771,ACU,大羽,1
772,ACU,大肠井,1
773,ACU,大肠俞,1
774,ACU,大肠募,1
775,ACU,大肠原,1
776,ACU,大肠原合谷,1
777,ACU,大肠合,1
778,ACU,大肠合土,1
779,ACU,大肠泄水穴,1
780,ACU,大肠经火,1
781,ACU,大肠络,1
782,ACU,大肠荥水,1
783,ACU,大赫,1
784,ACU,大迎,1
785,ACU,大迎穴,1
786,ACU,大都,1
787,ACU,大都二穴,1
788,ACU,大都穴,1
789,ACU,大针,1
790,ACU,大钟,1
791,ACU,大钟穴,1
792,ACU,大陵,1
793,ACU,大陵穴,1
794,ACU,大骨空,1
795,ACU,天,1
796,ACU,天 窗,1
797,ACU,天乙,1
798,ACU,天五会,1
799,ACU,天井,1
800,ACU,天井穴,1
801,ACU,天任,1
802,ACU,天任八,1
803,ACU,天会,1
804,ACU,天冲,1
805,ACU,天冲穴,1
806,ACU,天堂,1
807,ACU,天宗,1
808,ACU,天容,1
809,ACU,天应,1
810,ACU,天府,1
811,ACU,天心,1
812,ACU,天心六,1
813,ACU,天心穴,1
814,ACU,天才,1
815,ACU,天枢,1
816,ACU,天枢穴,1
817,ACU,天柱,1
818,ACU,天柱七,1
819,ACU,天池,1
820,ACU,天池穴,1
821,ACU,天河,1
822,ACU,天河 水,1
823,ACU,天河水,1
824,ACU,天河穴,1
825,ACU,天泉,1
826,ACU,天泉穴,1
827,ACU,天湿,1
828,ACU,天溪,1
829,ACU,天满,1
830,ACU,天牖,1
831,ACU,天留,1
832,ACU,天盖,1
833,ACU,天瞿,1
834,ACU,天禽,1
835,ACU,天禽五,1
836,ACU,天突,1
837,ACU,天突穴,1
838,ACU,天窗,1
839,ACU,天符,1
840,ACU,天臼,1
841,ACU,天芮,1
842,ACU,天芮二,1
843,ACU,天英,1
844,ACU,天英九,1
845,ACU,天蓬,1
846,ACU,天蓬一,1
847,ACU,天衡三,1
848,ACU,天辅,1
849,ACU,天辅四,1
850,ACU,天门,1
851,ACU,天门入虎口,1
852,ACU,天鼎,1
853,ACU,太,1
854,ACU,太、光二穴,1
855,ACU,太一穴,1
856,ACU,太乙,1
857,ACU,太仓,1
858,ACU,太冲,1
859,ACU,太冲穴,1
860,ACU,太泉,1
861,ACU,太渊,1
862,ACU,太渊穴,1
863,ACU,太溪,1
864,ACU,太溪穴,1
865,ACU,太溪脉,1
866,ACU,太白,1
867,ACU,太白穴,1
868,ACU,太阳,1
869,ACU,太阳穴,1
870,ACU,太阳紫脉,1
871,ACU,太阳肺俞,1
872,ACU,太阴,1
873,ACU,太阴太阳穴,1
874,ACU,太阴络,1
875,ACU,头临泣,1
876,ACU,头窍阴,1
877,ACU,头维,1
878,ACU,头维穴,1
879,ACU,头项寻列缺,1
880,ACU,夹承浆穴,1
881,ACU,夹脊穴,1
882,ACU,夺命穴,1
883,ACU,奇,1
884,ACU,奇穴,1
885,ACU,奇经八穴,1
886,ACU,如周荥,1
887,ACU,始光,1
888,ACU,委,1
889,ACU,委中,1
890,ACU,委中穴,1
891,ACU,委阳,1
892,ACU,委阳穴,1
893,ACU,姜制,1
894,ACU,姜汁制,1
895,ACU,姜汁炒,1
896,ACU,威灵,1
897,ACU,威灵穴,1
898,ACU,子午捣臼,1
899,ACU,子午流注井荥俞原经合,1
900,ACU,子午补泻,1
901,ACU,子宫,1
902,ACU,子户,1
903,ACU,子穴,1
904,ACU,子黄钟,1
905,ACU,孔最,1
906,ACU,孔穴,1
907,ACU,孔窍,1
908,ACU,存性,1
909,ACU,孙真人治邪十三针之法,1
910,ACU,季夏刺俞,1
911,ACU,季夏刺十二俞,1
912,ACU,季胁,1
913,ACU,安定穴,1
914,ACU,安邪,1
915,ACU,完骨,1
916,ACU,定痛,1
917,ACU,定穴,1
918,ACU,客主,1
919,ACU,客主人,1
920,ACU,寅太簇,1
921,ACU,寒府,1
922,ACU,寸、关、尺,1
923,ACU,寸上一分为鱼际,1
924,ACU,寸关尺,1
925,ACU,寸口,1
926,ACU,寸口者脉之大会,1
927,ACU,寻列缺,1
928,ACU,寻尺泽,1
929,ACU,小 阳谷穴,1
930,ACU,小吉,1
931,ACU,小天心,1
932,ACU,小横纹,1
933,ACU,小海,1
934,ACU,小海穴,1
935,ACU,小络之穴,1
936,ACU,小肠俞,1
937,ACU,小肠俞木,1
938,ACU,小肠募,1
939,ACU,小肠原,1
940,ACU,小肠原腕骨,1
941,ACU,小肠合土,1
942,ACU,小肠荥水,1
943,ACU,小骨空,1
944,ACU,少、风二府,1
945,ACU,少关,1
946,ACU,少冲,1
947,ACU,少冲二穴,1
948,ACU,少冲穴,1
949,ACU,少商,1
950,ACU,少商二穴,1
951,ACU,少商井穴,1
952,ACU,少商穴,1
953,ACU,少府,1
954,ACU,少泽,1
955,ACU,少泽二穴,1
956,ACU,少泽穴,1
957,ACU,少海,1
958,ACU,少海穴,1
959,ACU,少谷,1
960,ACU,少阳井,1
961,ACU,少阳俞中渚穴,1
962,ACU,少阳足经瞳子,1
963,ACU,少阴七壮,1
964,ACU,尺中,1
965,ACU,尺泽,1
966,ACU,尺泽穴,1
967,ACU,尾翠,1
968,ACU,尾翠骨,1
969,ACU,尾翳,1
970,ACU,尾闾,1
971,ACU,尾骨穴,1
972,ACU,居 ,1
973,ACU,居 兼环跳于委中上脘中脘,1
974,ACU,居髎,1
975,ACU,屋翳,1
976,ACU,屏翳,1
977,ACU,属累,1
978,ACU,崔氏四花六穴,1
979,ACU,巅上,1
980,ACU,巢氏,1
981,ACU,左,1
982,ACU,左人迎,1
983,ACU,左关,1
984,ACU,左刺右,1
985,ACU,左取右,1
986,ACU,左右一提,1
987,ACU,左右太阳,1
988,ACU,左右攒竹,1
989,ACU,左右转针,1
990,ACU,左太阳,1
991,ACU,左寸,1
992,ACU,左手按穴,1
993,ACU,左拈九,1
994,ACU,左捻,1
995,ACU,左捻九而右捻六,1
996,ACU,左补先呼出针吸,1
997,ACU,左转,1
998,ACU,左转从外,1
999,ACU,左转从子,1
1000,ACU,左转针,1
1001,ACU,左金津,1
1002,ACU,巨,1
1003,ACU,巨刺,1
1004,ACU,巨刺之,1
1005,ACU,巨虚上下廉,1
1006,ACU,巨虚上廉,1
1007,ACU,巨虚下,1
1008,ACU,巨虚下廉,1
1009,ACU,巨间,1
1010,ACU,巨阙,1
1011,ACU,巨阙俞,1
1012,ACU,巨骨,1
1013,ACU,巨髎,1
1014,ACU,己,1
1015,ACU,己丑太白、太冲穴,1
1016,ACU,己酉大都脾土逢,1
1017,ACU,巳亥单加四共齐,1
1018,ACU,巽四,1
1019,ACU,带脉,1
1020,ACU,干位,1
1021,ACU,干六,1
1022,ACU,平脐十四椎命门,1
1023,ACU,幽门,1
1024,ACU,幽阙,1
1025,ACU,库房,1
1026,ACU,应针,1
1027,ACU,庚子时在三间俞,1
1028,ACU,庚辰经注阳溪穴,1
1029,ACU,府,1
1030,ACU,府中俞,1
1031,ACU,府舍,1
1032,ACU,度养子时刻注,1
1033,ACU,庭、星,1
