id,from_id,to_id,type,from_label,from_entity,from_modified,to_label,to_entity,to_modified
78,128,140,treat,PRE,一阴煎,0,DIS,阴虚动血,0
79,128,143,treat,PRE,一阴煎,0,SIG,脉虚气弱,0
80,128,141,treat,PRE,一阴煎,0,SYM,烦渴不止,0
81,128,142,treat,PRE,一阴煎,0,SYM,潮热不退,0
82,161,163,oname,MED,一块瓦,0,MED,金耳环,0
83,161,162,from,MED,一块瓦,0,LIT,广西实用中草药新选,0
84,164,166,from,MED,一把伞,0,LIT,广西中药志,0
85,164,165,oname,MED,一把伞,0,MED,八角莲,0
86,169,171,from,MED,一把针,0,LIT,浙江民间草药,0
87,169,170,oname,MED,一把针,0,MED,鬼针草,0
88,174,172,oname,MED,一串红,0,MED,金线草,0
89,174,173,from,MED,一串红,0,LIT,草药手册,0
90,175,176,oname,MED,一串钱,0,MED,大金钱草,0
91,175,177,from,MED,一串钱,0,LIT,民间常用草药汇编,0
92,179,181,from,MED,一条根,0,LIT,江西中医药,0
93,179,180,oname,MED,一条根,0,MED,干斤拔,0
94,182,183,from,PRE,一赤散,0,LIT,证治准绳·疡医,0
95,184,182,comp,MED,大黄,0,PRE,一赤散,0
96,185,182,comp,MED,赤石脂,0,PRE,一赤散,0
97,186,182,comp,MED,锻石膏,0,PRE,一赤散,0
98,182,187,treat,PRE,一赤散,0,SYN,伤损敷药后起泡,0
99,188,129,from,PRE,一器丹,0,LIT,景岳全书·新方八阵,0
100,145,188,comp,MED,人参,0,PRE,一器丹,0
101,189,188,comp,MED,制附子,0,PRE,一器丹,0
102,188,190,treat,PRE,一器丹,0,SYN,脾肾虚寒,0
103,188,191,treat,PRE,一器丹,0,SYM,不时易泻,0
104,188,192,treat,PRE,一器丹,0,SYM,腹痛,0
105,188,193,treat,PRE,一器丹,0,DIS,阳萎,0
106,188,194,treat,PRE,一器丹,0,DIS,怯寒,0
107,195,196,from,PRE,一抹金,0,LIT,活幼心书,0
108,197,195,comp,MED,黎芦,0,PRE,一抹金,0
109,29,195,comp,MED,蛇床子,0,PRE,一抹金,0
110,198,195,comp,MED,红丹参,1,PRE,一抹金,0
111,30,195,comp,MED,硫黄,0,PRE,一抹金,0
112,185,195,comp,MED,赤石脂,0,PRE,一抹金,0
113,199,195,comp,MED,明矾,0,PRE,一抹金,0
114,50,195,comp,MED,五倍子,0,PRE,一抹金,0
115,200,195,comp,MED,黄柏,0,PRE,一抹金,0
116,201,195,comp,MED,轻粉,0,PRE,一抹金,0
117,195,202,treat,PRE,一抹金,0,SYN,遍身生疮,0
118,195,203,treat,PRE,一抹金,0,SYM,溃烂,0
119,195,204,treat,PRE,一抹金,0,SYN,燥痛,0
120,195,205,treat,PRE,一抹金,0,SYN,脓汁不干,0
121,206,39,from,PRE,一抹散,0,LIT,证治准绳·疡医,0
122,207,206,comp,MED,生天南星,1,PRE,一抹散,0
123,208,206,comp,MED,生草乌,0,PRE,一抹散,0
124,206,209,treat,PRE,一抹散,0,DIS,干癣不愈,0
125,210,211,from,MED,一枝香,0,LIT,植物名实图考,0
126,210,212,oname,MED,一枝香,0,MED,毛大丁草,0
127,214,217,from,MED,一枝旗,1,LIT,本草纲目拾遗,0
128,214,215,oname,MED,一枝旗,1,MED,普草,0
129,218,220,from,MED,一枝箭,0,LIT,药学学报,0
130,218,219,oname,MED,一枝箭,0,MED,铁棒锤,0
131,221,64,from,MED,一味药,0,LIT,贵州民间方药集,0
132,223,224,oname,MED,一杯倒,0,MED,羊哪镯根,1
133,223,225,from,MED,一杯倒,0,LIT,广西中草药,0
134,226,227,from,PRE,一奇散,0,LIT,证治准绳·女科,0
135,149,226,comp,MED,当归,0,PRE,一奇散,0
136,108,226,comp,MED,川芍,0,PRE,一奇散,0
137,226,228,treat,PRE,一奇散,0,DIS,产后头痛,0
138,229,230,from,PRE,一服散,0,LIT,朱氏集验方,0
139,231,229,comp,MED,半夏,1,PRE,一服散,0
140,232,229,comp,MED,杏仁,0,PRE,一服散,0
141,233,229,comp,MED,婴粟壳,0,PRE,一服散,0
142,234,229,comp,MED,乌梅,0,PRE,一服散,0
143,235,229,comp,MED,阿胶,0,PRE,一服散,0
144,136,229,comp,MED,甘草,0,PRE,一服散,0
145,236,229,comp,MED,生姜,0,PRE,一服散,0
146,237,229,comp,MED,苏叶,0,PRE,一服散,0
147,229,238,treat,PRE,一服散,0,DIS,天行嗽,0
148,229,239,treat,PRE,一服散,0,SYM,痰盛寒热,0
149,229,240,treat,PRE,一服散,0,SYM,鼻声重,0
150,244,245,oname,MED,一点血,0,MED,红砖草,0
151,244,17,from,MED,一点血,0,LIT,四川中药志,0
152,244,246,treat,MED,一点血,0,DIS,病后虚弱,0
153,244,247,treat,MED,一点血,0,SYM,白带,0
154,244,248,treat,MED,一点血,0,SYM,咳嗽咯血,0
155,244,249,treat,MED,一点血,0,DIS,功能性子宫出血,0
156,251,252,from,MED,一点红,0,LIT,南宁市药物志,0
157,251,253,oname,MED,一点红,0,MED,紫背草,0
158,251,254,oname,MED,一点红,0,MED,羊蹄草,0
159,251,255,oname,MED,一点红,0,MED,红背叶,0
160,251,256,oname,MED,一点红,0,MED,叶下红,0
161,253,254,oname,MED,紫背草,0,MED,羊蹄草,0
162,253,255,oname,MED,紫背草,0,MED,红背叶,0
163,253,256,oname,MED,紫背草,0,MED,叶下红,0
164,254,255,oname,MED,羊蹄草,0,MED,红背叶,0
165,254,256,oname,MED,羊蹄草,0,MED,叶下红,0
166,255,256,oname,MED,红背叶,0,MED,叶下红,0
167,270,274,from,PRE,一点雪,0,LIT,传信适用方,0
168,42,270,comp,MED,火硝,0,PRE,一点雪,0
169,112,270,comp,MED,白矾,0,PRE,一点雪,0
170,270,271,treat,PRE,一点雪,0,SYM,喉闭喉肿,0
171,272,273,from,PRE,一厘金,0,LIT,北京市中药成方选集,0
172,275,272,comp,MED,琥珀,1,PRE,一厘金,0
173,145,272,comp,MED,人参,0,PRE,一厘金,0
174,36,272,comp,MED,黄连,0,PRE,一厘金,0
175,276,272,comp,MED,天竺,0,PRE,一厘金,0
176,184,272,comp,MED,大黄,0,PRE,一厘金,0
177,277,272,comp,MED,炒白牵牛子,0,PRE,一厘金,0
178,272,435,treat,PRE,一厘金,0,SYN,咳嗽喘急,0
179,272,436,treat,PRE,一厘金,0,SYM,胸满腹胀,0
180,272,437,treat,PRE,一厘金,0,SYM,不思饮食,0
181,439,440,from,PRE,一贯煎,0,LIT,续名医类案,0
182,280,439,comp,MED,北沙参,0,PRE,一贯煎,0
183,132,439,comp,MED,麦门冬,0,PRE,一贯煎,0
184,281,439,comp,MED,干地黄,0,PRE,一贯煎,0
185,149,439,comp,MED,当归,0,PRE,一贯煎,0
186,282,439,comp,MED,枸杞子,1,PRE,一贯煎,0
187,283,439,comp,MED,川楝子,1,PRE,一贯煎,0
188,439,441,treat,PRE,一贯煎,0,DIS,肝肾阴虚,0
189,439,442,treat,PRE,一贯煎,0,SYN,气滞不运,0
190,439,443,treat,PRE,一贯煎,0,SYN,胸脱胁痛,0
191,439,444,treat,PRE,一贯煎,0,SYM,吞酸吐苦,0
192,439,445,treat,PRE,一贯煎,0,SYM,咽干口燥,0
193,439,446,treat,PRE,一贯煎,0,SYM,舌红少津,0
194,439,447,treat,PRE,一贯煎,0,SIG,脉细弱或虚弦,0
195,439,448,treat,PRE,一贯煎,0,SYN,病气瘸聚,0
196,439,449,treat,PRE,一贯煎,0,SYM,口苦燥,0
197,450,451,from,ACU,一扇门,0,LIT,小儿按摩经,0
198,450,452,treat,ACU,一扇门,0,DIS,小儿汗不出,0
199,450,453,treat,ACU,一扇门,0,DIS,热不退,0
200,450,454,treat,ACU,一扇门,0,DIS,急惊风,0
201,450,455,treat,ACU,一扇门,0,DIS,口眼歪斜,0
202,456,460,from,PRE,一笔勾,0,LIT,疡医大全,0
203,290,456,comp,MED,冰片,0,PRE,一笔勾,0
204,456,458,treat,PRE,一笔勾,0,DIS,肿毒,0
205,457,459,from,PRE,一笔消,0,LIT,外科全生集,0
206,184,457,comp,MED,大黄,0,PRE,一笔消,0
207,291,457,comp,MED,藤黄,0,PRE,一笔消,0
208,199,457,comp,MED,明矾,0,PRE,一笔消,0
209,292,457,comp,MED,蟾酥,0,PRE,一笔消,0
210,293,457,comp,MED,察香,1,PRE,一笔消,0
211,294,457,comp,MED,没药,0,PRE,一笔消,0
212,105,457,comp,MED,乳香,0,PRE,一笔消,0
213,457,461,treat,PRE,一笔消,0,DIS,痈疖,0
214,462,227,from,PRE,一笑散,0,LIT,证治准绳·女科,0
215,295,462,comp,MED,新绵,0,PRE,一笑散,0
216,462,463,treat,PRE,一笑散,0,DIS,妇人血崩,0
217,470,469,from,PRE,一凉散,0,LIT,外科活人定本,0
218,299,470,comp,MED,熊胆,0,PRE,一凉散,0
219,300,470,comp,MED,儿茶,0,PRE,一凉散,0
220,105,470,comp,MED,乳香,0,PRE,一凉散,0
221,290,470,comp,MED,冰片,0,PRE,一凉散,0
222,301,470,comp,MED,牛黄,0,PRE,一凉散,0
223,24,470,comp,MED,雄黄,0,PRE,一凉散,0
224,36,470,comp,MED,黄连,0,PRE,一凉散,0
225,200,470,comp,MED,黄柏,0,PRE,一凉散,0
226,470,471,treat,PRE,一凉散,0,SYM,赤面风初起,0
227,470,472,treat,PRE,一凉散,0,SYM,正面之上红肿而浮起,0
228,473,474,from,PRE,一绿散,0,LIT,证治准绳·类方,0
229,302,473,comp,MED,芙蓉叶,0,PRE,一绿散,0
230,130,473,comp,MED,生地黄,0,PRE,一绿散,0
231,473,475,treat,PRE,一绿散,0,DIS,打扑伤损,0
232,473,476,treat,PRE,一绿散,0,DIS,眼胞赤肿疼痛,0
233,477,46,from,PRE,一捻金,0,LIT,古今医鉴,0
234,477,478,oname,PRE,一捻金,0,PRE,小儿一捻金,0
235,184,477,comp,MED,大黄,0,PRE,一捻金,0
236,296,477,comp,MED,槟榔,0,PRE,一捻金,0
237,303,477,comp,MED,黑牵牛子,0,PRE,一捻金,0
238,304,477,comp,MED,白牵牛子,0,PRE,一捻金,0
239,145,477,comp,MED,人参,0,PRE,一捻金,0
240,477,480,treat,PRE,一捻金,0,DIS,小儿风痰吐沫,0
241,477,481,treat,PRE,一捻金,0,DIS,气喘咳嗽,0
242,477,482,treat,PRE,一捻金,0,DIS,肚腹膨胀,0
243,477,437,treat,PRE,一捻金,0,SYM,不思饮食,0
244,308,489,comp,MED,穿山甲,0,PRE,一粒珠,0
245,301,489,comp,MED,牛黄,0,PRE,一粒珠,0
246,309,489,comp,MED,珍珠,0,PRE,一粒珠,0
247,306,489,comp,MED,朱砂,0,PRE,一粒珠,0
248,310,489,comp,MED,麟香草,1,PRE,一粒珠,0
249,290,489,comp,MED,冰片,0,PRE,一粒珠,0
250,24,489,comp,MED,雄黄,0,PRE,一粒珠,0
251,292,489,comp,MED,蟾酥,0,PRE,一粒珠,0
252,311,489,comp,MED,苏合油,0,PRE,一粒珠,0
253,489,490,treat,PRE,一粒珠,0,DIS,无名肿毒,0
254,489,491,treat,PRE,一粒珠,0,DIS,对口搭手,0
255,489,492,treat,PRE,一粒珠,0,DIS,痈疽发背,0
256,489,493,treat,PRE,一粒珠,0,DIS,小儿惊风,0
257,498,451,from,ACU,一窝风,0,LIT,小儿按摩经,0
258,498,499,treat,ACU,一窝风,0,DIS,腹痛,0
259,498,500,treat,ACU,一窝风,0,DIS,头痛,0
260,498,501,treat,ACU,一窝风,0,DIS,急慢惊风,0
261,503,504,from,PRE,一煎散,0,LIT,医宗金鉴·外科心法要诀,0
262,315,503,comp,MED,当归尾,0,PRE,一煎散,0
263,308,503,comp,MED,穿山甲,0,PRE,一煎散,0
264,316,503,comp,MED,生甘草,0,PRE,一煎散,0
265,317,503,comp,MED,桃仁泥,0,PRE,一煎散,0
266,318,503,comp,MED,皂角刺,0,PRE,一煎散,0
267,36,503,comp,MED,黄连,0,PRE,一煎散,0
268,319,503,comp,MED,枳壳,1,PRE,一煎散,0
269,296,503,comp,MED,槟榔,0,PRE,一煎散,0
270,320,503,comp,MED,天花粉,0,PRE,一煎散,0
271,321,503,comp,MED,乌药,0,PRE,一煎散,0
272,322,503,comp,MED,赤芍药,0,PRE,一煎散,0
273,130,503,comp,MED,生地黄,0,PRE,一煎散,0
274,41,503,comp,MED,白芷,0,PRE,一煎散,0
275,323,503,comp,MED,元明粉,0,PRE,一煎散,0
276,184,503,comp,MED,大黄,0,PRE,一煎散,0
277,324,503,comp,MED,红花,0,PRE,一煎散,0
278,503,505,treat,PRE,一煎散,0,SYN,脏毒属阳证,0
279,506,325,oname,MED,一滴珠,0,MED,滴水珠,0
280,506,507,from,MED,一滴珠,0,LIT,江西草药,0
281,328,508,from,MED,一箭球,0,LIT,广西民间常用草药,0
282,328,329,oname,MED,一箭球,0,MED,三角草,0
283,328,330,oname,MED,一箭球,0,MED,三叶珠,0
284,328,332,oname,MED,一箭球,0,MED,水百足,0
285,328,333,oname,MED,一箭球,0,MED,水香附,0
286,328,509,treat,MED,一箭球,0,DIS,感冒咳嗽,0
287,328,510,treat,MED,一箭球,0,DIS,百日咳,0
288,328,257,treat,MED,一箭球,0,DIS,咽喉肿痛,0
289,328,125,treat,MED,一箭球,0,DIS,疟疾,0
290,328,511,treat,MED,一箭球,0,DIS,痢疾,0
291,328,512,treat,MED,一箭球,0,DIS,跌打损伤,0
292,328,513,treat,MED,一箭球,0,DIS,蛇咬伤,0
293,328,514,treat,MED,一箭球,0,DIS,皮肤痰痒,0
294,515,634,from,PRE,一擦光,0,LIT,串雅内编,0
295,29,515,comp,MED,蛇床子,0,PRE,一擦光,0
296,40,515,comp,MED,苦参,0,PRE,一擦光,0
297,24,515,comp,MED,雄黄,0,PRE,一擦光,0
298,298,515,comp,MED,川椒,0,PRE,一擦光,0
299,335,515,comp,MED,大枫子肉,0,PRE,一擦光,0
300,37,515,comp,MED,枯矾,0,PRE,一擦光,0
301,30,515,comp,MED,硫黄,0,PRE,一擦光,0
302,201,515,comp,MED,轻粉,0,PRE,一擦光,0
303,336,515,comp,MED,樟脑,0,PRE,一擦光,0
304,515,32,treat,PRE,一擦光,0,DIS,疥疮,0
305,515,516,treat,PRE,一擦光,0,DIS,妇人阴蚀疮,0
306,515,517,treat,PRE,一擦光,0,DIS,漆疮,0
307,515,518,treat,PRE,一擦光,0,DIS,天火丹,0
308,515,519,treat,PRE,一擦光,0,DIS,恶疮,0
309,345,346,oname,MED,一号黄药,0,MED,大黄药,0
310,345,521,from,MED,一号黄药,0,LIT,红河中草药,0
311,7,522,from,MER,厥阴,0,LIT,难经·四难,0
312,3,522,from,MER,少阳,0,LIT,难经·四难,0
313,525,524,from,PRE,一字金丹,0,LIT,证治准绳·幼科,0
314,347,525,comp,MED,紫花地丁,0,PRE,一字金丹,0
315,348,525,comp,MED,蚤休,0,PRE,一字金丹,0
316,349,525,comp,MED,山慈菇,0,PRE,一字金丹,0
317,525,526,treat,PRE,一字金丹,0,DIS,痘毒,0
318,525,527,treat,PRE,一字金丹,0,DIS,痘黑陷倒看,0
319,529,530,oname,DIS,一身悉肿,0,DIS,全身水肿,0
320,529,531,from,DIS,一身悉肿,0,LIT,金匮要略·水气病脉证并治,1
321,352,211,from,MED,一枝黄花,0,LIT,植物名实图考,0
322,353,352,oname,MED,蛇头王,0,MED,一枝黄花,0
323,352,354,oname,MED,一枝黄花,0,MED,黄花柴胡,0
324,352,355,oname,MED,一枝黄花,0,MED,百条根,0
325,352,356,oname,MED,一枝黄花,0,MED,满山黄,0
326,352,533,treat,MED,一枝黄花,0,DIS,风热感冒,0
327,352,257,treat,MED,一枝黄花,0,DIS,咽喉肿痛,0
328,352,534,treat,MED,一枝黄花,0,DIS,支气管炎,0
329,352,263,treat,MED,一枝黄花,0,DIS,肺炎,0
330,352,535,treat,MED,一枝黄花,0,DIS,肺结核咳血,0
331,352,536,treat,MED,一枝黄花,0,DIS,肾炎,0
332,352,537,treat,MED,一枝黄花,0,DIS,小儿疮积,0
333,352,538,treat,MED,一枝黄花,0,DIS,毒蛇咬伤,0
334,352,539,treat,MED,一枝黄花,0,DIS,痈疖肿毒,0
335,352,512,treat,MED,一枝黄花,0,DIS,跌打损伤,0
336,352,540,treat,MED,一枝黄花,0,DIS,霉菌性阴道炎,0
337,543,129,from,PRE,一柴胡饮,0,LIT,景岳全书·新方八阵,0
338,357,543,comp,MED,柴胡,0,PRE,一柴胡饮,0
339,358,543,comp,MED,黄茶,0,PRE,一柴胡饮,0
340,130,543,comp,MED,生地黄,0,PRE,一柴胡饮,0
341,359,543,comp,MED,陈皮,0,PRE,一柴胡饮,0
342,131,543,comp,MED,芍药,0,PRE,一柴胡饮,0
343,136,543,comp,MED,甘草,0,PRE,一柴胡饮,0
344,543,545,treat,PRE,一柴胡饮,0,DIS,感四时不正之气,0
345,543,546,treat,PRE,一柴胡饮,0,DIS,发热,0
346,543,547,treat,PRE,一柴胡饮,0,DIS,寒热,0
347,543,544,treat,PRE,一柴胡饮,0,DIS,寒热如疟,0
348,548,549,from,PRE,一粒金丹,0,LIT,宣明论方,0
349,360,548,comp,MED,草乌,0,PRE,一粒金丹,0
350,361,548,comp,MED,五灵脂,0,PRE,一粒金丹,0
351,35,548,comp,MED,白胶香,0,PRE,一粒金丹,0
352,294,548,comp,MED,没药,0,PRE,一粒金丹,0
353,149,548,comp,MED,当归,0,PRE,一粒金丹,0
354,362,548,comp,MED,地龙,0,PRE,一粒金丹,0
355,363,548,comp,MED,木鳖子仁,0,PRE,一粒金丹,0
356,364,548,comp,MED,锻细墨,1,PRE,一粒金丹,0
357,105,548,comp,MED,乳香,0,PRE,一粒金丹,0
358,365,548,comp,MED,寮香,0,PRE,一粒金丹,0
359,548,550,treat,PRE,一粒金丹,0,DIS,腰膝风,0
360,548,551,treat,PRE,一粒金丹,0,DIS,走注疼痛,0
361,566,104,from,PRE,一捻金散,0,LIT,杨氏家藏方,0
362,381,566,comp,MED,半夏,0,PRE,一捻金散,0
363,382,566,comp,MED,天南星,1,PRE,一捻金散,0
364,25,566,comp,MED,巴豆,0,PRE,一捻金散,0
365,235,566,comp,MED,阿胶,0,PRE,一捻金散,0
366,383,566,comp,MED,皂角子,0,PRE,一捻金散,0
367,232,566,comp,MED,杏仁,0,PRE,一捻金散,0
368,384,566,comp,MED,黄明胶,0,PRE,一捻金散,0
369,112,566,comp,MED,白矾,0,PRE,一捻金散,0
370,566,567,treat,PRE,一捻金散,0,SYM,虚损劳嗽,0
371,566,568,treat,PRE,一捻金散,0,SYM,咯血吐血,0
372,566,569,treat,PRE,一捻金散,0,SYM,心胸不利,0
373,566,570,treat,PRE,一捻金散,0,SYM,上气喘急,0
374,566,571,treat,PRE,一捻金散,0,SYM,盗汗赢瘦,0
375,566,572,treat,PRE,一捻金散,0,DIS,肢节酸痛,0
376,566,573,treat,PRE,一捻金散,0,SYM,肌肉枯搞,0
377,566,574,treat,PRE,一捻金散,0,SYM,咳嗽,0
378,566,575,treat,PRE,一捻金散,0,SYM,痰涎奎盛,0
379,566,576,treat,PRE,一捻金散,0,SYM,夜卧不安,0
380,566,577,treat,PRE,一捻金散,0,SYM,痛病倒卧,0
381,566,578,treat,PRE,一捻金散,0,SYM,口吐涎沫,0
382,583,584,from,PRE,一盘珠汤经验方,0,LIT,中西医结合治疗骨与关节损伤,0
383,390,583,comp,MED,川续断,1,PRE,一盘珠汤经验方,0
384,130,583,comp,MED,生地黄,0,PRE,一盘珠汤经验方,0
385,392,583,comp,MED,泽兰,0,PRE,一盘珠汤经验方,0
386,149,583,comp,MED,当归,0,PRE,一盘珠汤经验方,0
387,322,583,comp,MED,赤芍药,0,PRE,一盘珠汤经验方,0
388,393,583,comp,MED,苏木,0,PRE,一盘珠汤经验方,0
389,321,583,comp,MED,乌药,0,PRE,一盘珠汤经验方,0
390,367,583,comp,MED,木香,0,PRE,一盘珠汤经验方,0
391,324,583,comp,MED,红花,0,PRE,一盘珠汤经验方,0
392,394,583,comp,MED,桃仁,0,PRE,一盘珠汤经验方,0
393,184,583,comp,MED,大黄,0,PRE,一盘珠汤经验方,0
394,136,583,comp,MED,甘草,0,PRE,一盘珠汤经验方,0
395,395,583,comp,MED,制乳香,0,PRE,一盘珠汤经验方,0
396,396,583,comp,MED,制没药,0,PRE,一盘珠汤经验方,0
397,583,512,treat,PRE,一盘珠汤经验方,0,DIS,跌打损伤,0
398,585,586,treat,PRE,一滴金丸,0,DIS,首风,0
399,585,587,treat,PRE,一滴金丸,0,DIS,偏正头痛,0
400,397,585,comp,MED,人中白,0,PRE,一滴金丸,0
401,398,585,comp,MED,炒地龙,0,PRE,一滴金丸,0
402,589,129,from,PRE,一六甘露散,0,LIT,景岳全书·新方八阵,0
403,589,588,oname,PRE,一六甘露散,0,PRE,玉泉散,0
404,590,591,from,DIS,一月经再行,0,LIT,叶氏女科证治,0
405,592,590,treat,PRE,九味四物汤,0,DIS,一月经再行,0
406,145,592,comp,MED,人参,0,PRE,九味四物汤,0
407,357,592,comp,MED,柴胡,0,PRE,九味四物汤,0
408,399,592,comp,MED,黄荃,0,PRE,九味四物汤,0
409,36,592,comp,MED,黄连,0,PRE,九味四物汤,0
410,136,592,comp,MED,甘草,0,PRE,九味四物汤,0
411,400,593,comp,MED,知母,0,PRE,滋阴丸,0
412,200,593,comp,MED,黄柏,0,PRE,滋阴丸,0
413,593,590,treat,PRE,滋阴丸,0,DIS,一月经再行,0
414,594,590,treat,PRE,三补丸,0,DIS,一月经再行,0
415,36,594,comp,MED,黄连,0,PRE,三补丸,0
416,200,594,comp,MED,黄柏,0,PRE,三补丸,0
417,403,402,oname,MED,一叶一枝花,0,MED,盘龙参,0
418,403,595,from,MED,一叶一枝花,0,LIT,湖南药物志,0
419,596,597,from,PRE,一号扫风丸经验方,0,LIT,中医外科临床手册,0
420,343,596,comp,MED,大枫子,0,PRE,一号扫风丸经验方,0
421,405,596,comp,MED,荆芥,0,PRE,一号扫风丸经验方,0
422,40,596,comp,MED,苦参,0,PRE,一号扫风丸经验方,0
423,406,596,comp,MED,白苋菜,1,PRE,一号扫风丸经验方,0
424,407,596,comp,MED,小胡麻,0,PRE,一号扫风丸经验方,0
425,408,596,comp,MED,苍耳子,0,PRE,一号扫风丸经验方,0
426,371,596,comp,MED,防风,0,PRE,一号扫风丸经验方,0
427,409,596,comp,MED,白花蛇,0,PRE,一号扫风丸经验方,0
428,410,596,comp,MED,苍术,0,PRE,一号扫风丸经验方,0
429,411,596,comp,MED,白附子,0,PRE,一号扫风丸经验方,0
430,149,596,comp,MED,当归,0,PRE,一号扫风丸经验方,0
431,412,596,comp,MED,桂枝,0,PRE,一号扫风丸经验方,0
432,413,596,comp,MED,秦芙,1,PRE,一号扫风丸经验方,0
433,41,596,comp,MED,白芷,0,PRE,一号扫风丸经验方,0
434,360,596,comp,MED,草乌,0,PRE,一号扫风丸经验方,0
