ID,Label,Entity Text,是否修改
314,MED,元明粉,
315,MED,红花,
316,MED,滴水珠,
317,MED,绿茶,
318,MED,糯米,
319,MED,一箭球,
320,MED,三角草,
321,MED,三叶珠,
322,MED,水百足,
323,MED,水香附,
324,MED,大枫子肉,
325,MED,樟脑,
326,MED,方解石,
327,MED,锡灰,
328,MED,黄丹,
329,MED,青黛,
330,MED,大枫子,
331,MED,枯矶,
332,MED,一号黄药,
333,MED,大黄药,
334,MED,紫花地丁,
335,MED,蚤休,
336,MED,山慈菇,
337,MED,白术,
338,MED,附子,
339,MED,一枝黄花,
340,MED,蛇头王,
341,MED,黄花柴胡,
342,MED,百条根,
343,MED,满山黄,
344,MED,柴胡,
345,MED,黄茶,
346,MED,陈皮,
347,MED,草乌,
348,MED,五灵脂,
349,MED,地龙,
350,MED,木鳖子仁,
351,MED,锻细墨,1
352,MED,寮香,
353,MED,沉香,
354,MED,木香,
355,MED,巴豆霜,
356,MED,犀角,
357,MED,砒帽,
358,MED,防风,
359,MED,腽肭脐,1
360,MED,蚕蛾,
361,MED,鸦片,
362,MED,京墨,
363,MED,紫背浮萍,
364,MED,炒草乌,
365,MED,番木鳖,
366,MED,麻黄,
367,MED,天南星,1
368,MED,皂角子,
369,MED,黄明胶,
370,MED,全竭,
371,MED,郁金,
372,MED,白僵蚕,
373,MED,炙甘草,
374,MED,硼砂,
375,MED,川续断,1
376,MED,泽兰,
377,MED,苏木,
378,MED,桃仁,
379,MED,制乳香,
380,MED,制没药,
381,MED,人中白,
382,MED,炒地龙,
383,MED,黄荃,
384,MED,知母,
385,MED,盘龙参,
386,MED,一叶一枝花,
387,MED,荆芥,
388,MED,白苋菜,1
389,MED,小胡麻,
390,MED,苍耳子,
391,MED,白花蛇,
392,MED,苍术,
393,MED,白附子,
394,MED,桂枝,
395,MED,秦芙,1
396,MED,威灵仙,
397,MED,何首乌,
398,MED,青碟石,
399,MED,川乌,
400,MED,桅子,
401,MED,生白芍药,
402,MED,牡砺,
403,MED,锦地罗,
404,MED,一朵芙蓉花,
405,MED,瓜蒂,
406,MED,独活,
407,MED,生怀山药,
408,MED,藿香梗,1
409,MED,厚朴,
410,MED,茵陈,
411,MED,获菩皮,
412,MED,大腹皮,
413,MED,神曲,
414,MED,麦芽,
415,DIS,小儿内热,
416,DIS,痰雍气促,
417,SYN,咳嗽喘急,
418,SYM,胸满腹胀,
419,SYM,不思饮食,
420,PRE,一贯煎,
421,LIT,续名医类案,
422,DIS,肝肾阴虚,
423,SYN,气滞不运,
424,SYN,胸脱胁痛,
425,SYM,吞酸吐苦,
426,SYM,咽干口燥,
427,SYM,舌红少津,
428,SIG,脉细弱或虚弦,
429,SYN,病气瘸聚,
430,SYM,口苦燥,
431,ACU,一扇门,
432,LIT,小儿按摩经,
433,DIS,小儿汗不出,
434,DIS,热不退,
435,DIS,急惊风,
436,DIS,口眼歪斜,
437,PRE,一笔勾,
438,PRE,一笔消,
439,DIS,肿毒,
440,LIT,外科全生集,
441,LIT,疡医大全,
442,DIS,痈疖,
443,PRE,一笑散,
444,DIS,妇人血崩,
445,DIS,周身疥癫,
446,DIS,搔痒生疮,
447,LIT,杂病源流犀烛·面部门,
448,DIS,牙齿虫蚀痛,
449,DIS,疮暨,
450,LIT,外科活人定本,
451,PRE,一凉散,
452,SYM,赤面风初起,
453,SYM,正面之上红肿而浮起,
454,PRE,一绿散,
455,LIT,证治准绳·类方,
456,DIS,打扑伤损,
457,DIS,眼胞赤肿疼痛,
458,PRE,一捻金,
459,PRE,小儿一捻金,
460,LIT,医宗金鉴·幼科心法要诀,
461,DIS,小儿风痰吐沫,
462,DIS,气喘咳嗽,
463,DIS,肚腹膨胀,
464,LIT,证治准绳·类分,
465,DIS,眼睛痛,
466,LIT,中药制剂手册,
467,DIS,便秘,
468,DIS,痰盛,
469,DIS,腹满,
470,PRE,一粒珠,
471,DIS,无名肿毒,
472,DIS,对口搭手,
473,DIS,痈疽发背,
474,DIS,小儿惊风,
475,DIS,痈疽疮疖,
476,DIS,乳痈乳癌,
477,SYM,肿毒红肿疼痛,
478,LIT,珍本医书集成,
479,ACU,一窝风,
480,DIS,头痛,
481,DIS,急慢惊风,
482,LIT,小儿推拿广意·阴掌九穴疗病诀,
483,PRE,一煎散,
484,LIT,医宗金鉴·外科心法要诀,
485,SYN,脏毒属阳证,
486,MED,一滴珠,
487,LIT,江西草药,
488,LIT,广西民间常用草药,
489,DIS,感冒咳嗽,
490,DIS,百日咳,
491,DIS,痢疾,
492,DIS,跌打损伤,
493,DIS,蛇咬伤,
494,DIS,皮肤痰痒,
495,PRE,一擦光,
496,DIS,妇人阴蚀疮,
497,DIS,漆疮,
498,DIS,天火丹,
499,DIS,恶疮,
500,MED,牛皮炭,
501,LIT,红河中草药,
502,LIT,难经·四难,
503,LIT,证治准绳·幼科,
504,PRE,一字金丹,
505,DIS,痘毒,
506,DIS,痘黑陷倒看,
507,LIT,针灸大成,
508,DIS,一身悉肿,
509,DIS,全身水肿,
510,LIT,金匮要略·水气病脉证并治,1
511,DIS,风热感冒,
512,DIS,支气管炎,
513,DIS,肺结核咳血,
514,DIS,肾炎,
515,DIS,小儿疮积,
516,DIS,毒蛇咬伤,
517,DIS,痈疖肿毒,
518,DIS,霉菌性阴道炎,
519,LIT,友渔斋医话六种,
520,LIT,中医正骨经验概述,
521,PRE,一柴胡饮,
522,DIS,寒热如疟,
523,DIS,感四时不正之气,
524,DIS,发热,
525,DIS,寒热,
526,PRE,一粒金丹,
527,LIT,宣明论方,
528,DIS,腰膝风,
529,DIS,走注疼痛,
530,DIS,恶疮痈肿,
531,DIS,小儿五脏蕴热,
532,DIS,胸隔烦闷,
533,DIS,五心烦热,
534,DIS,痘黑陷倒局,
535,DIS,鱼鳞风,
536,SYM,周身皮肤干枯色白,
537,SYM,搔痒麻木,
538,SYM,样曳风,
539,SYM,突然仆倒,
540,SYM,昏迷,
541,SYM,手足牵掣,
542,SYM,拳挛伸缩,
543,SYM,口吐白沫,
544,PRE,一捻金散,
545,SYM,虚损劳嗽,
546,SYM,咯血吐血,
547,SYM,心胸不利,
548,SYM,上气喘急,
549,SYM,盗汗赢瘦,
550,DIS,肢节酸痛,
551,SYM,肌肉枯搞,
552,SYM,咳嗽,
553,SYM,痰涎奎盛,
554,SYM,夜卧不安,
555,SYM,痛病倒卧,
556,SYM,口吐涎沫,
557,DIS,喉闭,
558,DIS,咽喉痛,
559,DIS,小儿重舌,
560,DIS,木舌,
561,PRE,一盘珠汤经验方,
562,LIT,中西医结合治疗骨与关节损伤,
563,PRE,一滴金丸,
564,DIS,首风,
565,DIS,偏正头痛,
566,PRE,玉泉散,
567,PRE,一六甘露散,
568,DIS,一月经再行,
569,LIT,叶氏女科证治,
570,PRE,九味四物汤,
571,PRE,滋阴丸,
572,PRE,三补丸,
573,LIT,湖南药物志,
574,PRE,一号扫风丸经验方,
575,LIT,中医外科临床手册,
576,DIS,初期轻型麻风,
577,LIT,杂病源流犀烛·内伤外感门,
578,PRE,一号乾象方,
579,PRE,防风散疹汤,
580,PRE,一甲复脉汤,
581,DIS,下焦温病,
582,SYN,热邪伤阴,
583,SYM,大便塘,
584,LIT,生草药性备要,
585,PRE,一物瓜蒂汤,
586,LIT,金僵要略,
587,PRE,瓜蒂汤,
588,DIS,夏月伤冷水,
589,DIS,太阳中喝,
590,SYM,身热疼重,
591,SIG,脉弱,
592,PRE,一物独活汤,
593,LIT,外台秘要,
594,DIS,产后中风体虚,
595,PRE,一味薯蓣饮,1
596,LIT,医学衷中参西录,
597,SYM,劳擦发热,
598,SYM,自汗,
599,SYM,心中怔忡,
600,SYM,喘,
601,SYM,嗽,
602,SYM,小便不利,
603,SYM,大便滑泻,
604,SYN,阴分亏损,
605,LIT,医宗金鉴,
606,PRE,一加减正气散,
607,SYM,三焦湿郁,
608,SYM,升降失司,
609,SYM,院连腹胀,
610,SYM,大便不爽,
611,LIT,串雅内编,
612,LIT,素问遗篇·刺法论,
613,LIT,素问·逆调论,
614,LIT,素问·示从容论,
615,LIT,中药材手册,
616,ACU,二白,
617,LIT,扁鹊神应针灸玉龙经,
618,LIT,中国针灸学,
619,DIS,痔疮,
620,DIS,脱肛,
621,DIS,前臂痛,
622,MER,足少阳胆经,1
623,MER,足厥阴肝经,1
624,ACU,阴交,
625,ACU,阳交,
626,LIT,灵枢·经别,
627,LIT,素问·阴阳别论,
628,LIT,素问·大奇论,
629,MER,少阴,
630,DIS,风寒,
631,LIT,素问·金匮真言论,1
632,LIT,素问·五常政大论,
633,MED,金银花,
634,MED,二花,
635,LIT,中国经济植物志,
636,ACU,间谷,
637,MER,阳明大肠经,
638,DIS,齿痛,
639,DIS,鼻鲤,
640,DIS,目昏,
641,DIS,口喝,
642,DIS,额肿,
643,DIS,热病,
644,ACU,二间,
645,DIS,二浊,
646,DIS,浊病,
647,LIT,杂病源流犀烛·五淋二浊源流,
648,DIS,赤白浊,
649,ACU,阴陵泉,
650,ACU,阳陵泉,
651,LIT,针经指南·标幽赋,1
652,MER,阴新,
653,MER,阳跻,
654,ACU,照海,
655,ACU,申脉,
656,LIT,素问·六微旨大论,
657,LIT,太平惠民和剂局方,
658,PRE,二气丹,
659,MED,肉桂,
660,MED,姜末,
661,SYN,内虚里寒,
662,DIS,心胁脐腹刺痛,
663,SYM,泄利无度,
664,SYM,呕吐,
665,DIS,小便不禁,
666,SYN,阳气渐微,
667,SYM,手足厥冷,
668,SYN,伤寒阴证,
669,SYM,霍乱转筋,
670,SYM,久下冷痢,
671,MED,硝石,
672,DIS,伏暑伤冷,
673,SYN,中脱痞闷,
674,DIS,头痛恶心,
675,PRE,二仁丸,
676,LIT,校注妇人良方,
677,MED,麻仁,
678,MED,诃子,
679,SYM,津液干燥,
680,SYM,大便燥结,
681,PRE,二丹丸,
682,LIT,素问病机气宜保命集,
683,MED,天门冬,
684,MED,远志,
685,MED,营蒲,
686,MED,茯神,1
687,DIS,健忘,
688,LIT,杂病源流犀烛·脏腑门,
689,PRE,二甘汤,
690,MED,大枣,
691,DIS,胃热,
692,SYM,食后汗下如雨,
693,PRE,二术散,
694,MED,蝉蜕,
695,MED,龙胆草,
696,MED,地骨皮,
697,MED,牡丹皮,
698,DIS,睑硬睛疼,
699,PRE,二术煎,
700,MED,干姜,
701,MED,白花蛇舌草,
702,MED,二叶葺,
703,MED,生附子,
704,MED,生地,
705,MED,牛皮胶,
706,MED,紫背天葵,
707,MED,仙茅,
708,MED,淫羊蕾,
709,MED,巴戟天,
710,MED,荷叶,
711,MED,川黄连,
712,MED,紫草,
713,MED,羌活,
714,MED,羊肾,
715,MED,僵蚕,
716,MED,贝母,
717,MED,茯菩,1
718,MED,苦草茵,
719,MED,马兜铃,
720,MED,鹿角,
721,MED,糜角,
722,MED,桂心,
723,MED,补骨脂,
724,MED,杜仲,
725,MED,鹿茸,
726,MED,青盐,
727,MED,肉苁蓉,1
728,MED,旱莲草,
729,MED,全甘草,
730,MED,玄参,
731,MED,茯荃,1
732,MED,木通,
733,MED,灯心,
734,MED,忍冬藤,
735,MED,二花秧,
736,MED,生石膏,
737,MED,细辛,
738,MED,砂仁,
739,MED,车前子,
740,MED,灯草,
741,MED,肉豆蔻,1
742,MED,茵香,
743,MED,葛根,
744,MED,霍香,
745,MED,扁豆,
746,MED,煨姜,1
747,MED,姜汁,
748,MED,皂矾,
749,MED,柏叶,
750,MED,桐油,
751,MED,盐,
752,MED,姜黄,
753,MED,香附,
754,MED,莲子肉,
755,MED,鸡内金,
756,MED,海金沙,
757,MED,猪菩,
758,MED,白通草,
759,MED,乳汁,
760,MED,二宝花,
761,MED,冤丝子,
762,MED,缎牡砺,
763,MED,姜,
764,MED,肉豆翘,
765,MED,海金砂,
766,MED,滑石,
767,MED,丁香,
768,MED,铅粉,
769,MED,菜子油,
770,MED,艾叶,
771,MED,海藻,
772,MED,昆布,
773,MED,牛蒡子,1
774,MED,芒硝,
775,MED,石膏,
776,MED,瓜萎根,
777,MED,酒黄岑,
778,MED,鲜藕,
779,MED,鲜茅根,
780,MED,茅根,
781,MED,生山药,
782,MED,藕,
783,MED,鲜芦根,
784,MED,鲜竹叶,
785,MED,薄荷,
786,MED,牵牛,
787,MED,当归身,
788,MED,青皮,
789,MED,姜半夏,
790,MED,乌梅肉,
791,MED,火麻仁,
792,MED,生鳖甲,
793,MED,生大黄,
794,MED,皂角,
795,MED,白获菩,
796,MED,川贝母,
797,MED,桅子仁,
798,MED,桑白皮,
799,MED,袂等,1
800,MED,瓜蒌仁,1
801,MED,枳实,1
802,MED,苏梗,
803,MED,白矶,
804,MED,蕾香梗,
805,MED,茯苓皮,1
806,MED,木防己,
807,MED,薏苡仁,1
808,MED,大豆黄卷,
809,MED,通草,
810,DIS,湿泄,
811,DIS,气泄,
812,DIS,肝强脾弱,
813,PRE,二生汤,
814,LIT,济生方,
815,SYM,冷痰咳嗽,
816,PRE,二生散,
817,DIS,吹乳,
818,DIS,痈肿,
819,PRE,二生膏,
820,DIS,跌损手足,
821,PRE,二仙丹,
822,DIS,发背初起,
823,DIS,凛病,
824,PRE,二仙汤,
825,LIT,中医方剂临床手册,
826,PRE,仙茅汤,
827,DIS,更年期综合征,
828,DIS,高血压,
829,DIS,闭经,
830,SYN,肾阴,
831,SYN,肾阳不足,
832,SYN,虚火上炎,
833,SYN,阴阳俱虚于下,
834,PRE,二仙胶,
835,PRE,龟鹿二仙胶,
836,PRE,二冬汤,
837,DIS,上消,
838,SYM,渴而多饮,
839,LIT,摄生秘剖,
840,SYN,肺胃燥热,
841,DIS,痰涩,
842,PRE,二圣丸,
843,DIS,小儿脏腑不调,
844,DIS,泄泻,
845,SYM,赢瘦成疮,
846,PRE,二圣散,
847,DIS,大风病疾,
848,DIS,痘疗,
849,DIS,耳内流脓水,
850,DIS,疹痘咽喉肿痛,
851,PRE,二母汤,
852,LIT,验方新编,
853,PRE,二母散,
854,LIT,妇人大全良方,
855,PRE,知母饮,
856,DIS,产后恶露上攻,
857,MER,肺经,
858,SYM,痰喘,
859,LIT,急救仙方,
860,SYN,喘急,
861,SYN,肺热燥咳,
862,SYM,痰多黄稠,
863,PRE,二至丸,
864,LIT,重订严氏济生方,
865,SYN,肾气虚损,
866,SYM,腰痛,
867,SYN,肝肾不足,
868,SYM,头目昏花,
869,SYM,须发早白,
870,SYM,腰背疫痛,
871,SYM,下肢痞软,
872,PRE,二阴煎,
873,SYM,惊狂失志,
874,SYM,多言多笑,
875,SYM,痘疹烦热,
876,DIS,失血,
877,SYM,痰热,
878,LIT,河南中药手册,
879,PRE,二利丸,
880,PRE,二辛煎,
881,SYN,阳明胃火,
882,DIS,口舌肿痛,
883,PRE,二陈丸,
884,PRE,二陈汤,
885,SYM,痰多,
886,DIS,呕吐恶心,
887,DIS,头眩心悸,
888,SYN,中院不快,
889,SYM,发为寒热,
890,SYM,因食生冷,
891,DIS,脾胃不和,
892,LIT,增补万病回春,
893,SYM,痰湿中阻,
894,SIG,脉象沉滑,
895,SYM,呕哆恶心,
896,SYM,小便赤短,
897,PRE,二妙丸,
898,LIT,类证治裁,
899,PRE,二妙散,
900,SYN,湿热下注,
901,SYM,筋骨疼痛,
902,SYM,脚膝无力,
903,SYM,足膝红肿,
904,SYM,带下黄白量多,
905,LIT,世医得效方,
906,PRE,苍术散,
907,PRE,二矾汤,
908,DIS,重证鹅掌风,
909,DIS,皮肤枯厚破裂作痛,
910,PRE,二贤散,
911,DIS,积块少食,
912,SYN,气滞,
913,DIS,嚓口痢,
914,LIT,百一选方,
915,PRE,二和丹,
916,LIT,杂病源流犀住·脏腑门,
917,PRE,来复丹,
918,PRE,二金汤,
919,DIS,湿热黄疽,
920,PRE,二金散,
921,SYM,肿胀,
922,LIT,圣济总录,
923,DIS,含腮疮,
924,DIS,小儿胎赤,
925,LIT,中国药学大辞典,
926,PRE,二参丸,
927,SYN,虚劳,
928,SYM,小便余沥尿精,
929,PRE,二参汤,
930,LIT,外科大成,
931,SYN,胃经虚火,
932,DIS,牙眼腐烂,
933,SYM,淡血渗流不已,
934,PRE,二神丸,
935,LIT,普济本事方,
936,DIS,脾胃虚弱,
937,SYM,全不进食,
938,PRE,二神散,
939,DIS,诸淋急痛,
940,DIS,小儿痘疮伤冷,
941,SYM,体寒肢冷,
942,SYM,口气冷,
943,SYM,难发准壮,
944,PRE,二粉散,
945,LIT,外科启玄,
946,DIS,粉花疮,
947,PRE,二海丸,
948,SYN,气瘦,
949,SYM,随忧愁消长,
950,ACU,二扇门,
951,ACU,两扇门,
952,LIT,幼科推拿秘书,
953,LIT,小儿推拿秘诀,
954,PRE,二黄汤,
955,LIT,医学正传,
956,SYN,上焦火盛,
957,DIS,头面肿大,
958,SYM,心胸烦热,
959,SYN,咽喉、口舌火盛,
960,SYN,生疮毒,
961,SYM,阳明口渴,
962,SYM,少阳口渴,
963,DIS,身痛,
964,PRE,二鲜饮,
965,SYM,痰中带血,
966,LIT,蒲辅周医疗经验,
967,DIS,外感热病,
968,DIS,肺胃津伤,
969,SYM,烧热不退,
970,SYM,烦渴,
971,MER,任脉,
972,MER,督脉,
973,MER,阳跷脉,1
974,MER,阴跷脉,1
975,LIT,灵枢·玉版,
976,MER,阴跻,
977,MER,阳娇,
978,LIT,灵枢·九针十二原,
979,DIS,二十三蒸,
980,DIS,胞蒸,
981,DIS,小便黄赤,
982,DIS,玉房蒸,
983,DIS,遗沥漏精,
984,DIS,月候不调,
985,DIS,脑蒸,
986,DIS,头眩闷热,
987,DIS,髓蒸,
988,DIS,髓沸热,
989,DIS,骨蒸,
990,DIS,齿黑,
991,DIS,筋蒸,
992,DIS,甲焦,
993,DIS,血蒸,
994,DIS,发焦,
995,DIS,脉蒸,
996,DIS,脉不调,
997,DIS,肝蒸,
998,DIS,眼黑,
999,DIS,心蒸,
1000,DIS,唇焦,
1001,DIS,脾蒸,
1002,DIS,舌干,
1003,DIS,肺蒸,
1004,DIS,鼻干,
1005,DIS,肾蒸,
1006,DIS,两耳焦,
1007,DIS,膀胧蒸,
1008,DIS,右耳偏焦,
1009,DIS,胆蒸,
1010,DIS,眼白失色,
1011,DIS,胃蒸,
1012,DIS,舌下痛,
1013,DIS,小肠蒸,
1014,DIS,下唇焦,
1015,DIS,大肠蒸,
1016,DIS,鼻右孔干痛,
1017,DIS,三焦蒸,
1018,DIS,杂病,
1019,DIS,乍寒乍热,
1020,DIS,肉蒸,
1021,DIS,肤蒸,
1022,DIS,皮蒸,
1023,DIS,气蒸,
1024,DIS,遍身热,
1025,LIT,灵枢·本脏,
1026,LIT,灵枢·阴阳二十五人,
1027,LIT,脉经,
1028,ACU,二人上马,
1029,LIT,小儿推拿方脉活婴秘旨全书·掌背穴图,
1030,LIT,幼科推拿秘书·推拿手法,
1031,DIS,小肠诸气,
1032,DIS,惊风抽搐,
1033,LIT,厘正按摩要术,
1034,LIT,小儿推拿方脉活婴秘旨全书,
1035,LIT,幼科推拿秘书牙,
1036,LIT,幼科推拿秘诀,
1037,LIT,灵枢·终始,
1038,MER,阴经,
1039,DIS,二阳并病,
1040,SYN,太阳病证,
1041,LIT,辨阳明病脉证并治篇,
1042,LIT,伤寒全生集·伤寒合并病论,
1043,LIT,景岳全书·伤寒典,
1044,SYN,面色赤,
1045,SYN,阳气佛郁在表,
1046,SYN,烦躁短气,
1047,SYN,潮热,
1048,SYN,手足汗出,
1049,SYN,大便硬而澹语,
1050,SYN,发热头痛,
1051,SYN,目痛,
1052,SYN,不眠,
1053,LIT,医宗金鉴·伤寒心法要诀,
1054,SYN,汗不彻,
1055,SYN,面赤,
1056,PRE,大青龙汤,
1057,SYN,潮热手足汗出,
1058,SYN,大便难而澹语,
1059,MER,阳经,
1060,DIS,二便色白,
1061,LIT,张氏医通·婴儿门,
1062,DIS,大小便白,
1063,SYN,脾胃湿热,
1064,SYM,大便柑白色,
1065,SYN,湿热积滞,
1066,SYM,神疲,
1067,PRE,肥儿丸,
